alienadamente	alienadamente	_
alinhada	alinhadamente	Abbr=Yes
alinhadamente	alinhadamente	_
aliás	aliás	_
alpina	alpinamente	Abbr=Yes
alpinamente	alpinamente	_
alpinista	alpinistamente	Abbr=Yes
alpinistamente	alpinistamente	_
alta	altamente	Abbr=Yes
altamente	altamente	_
alternada	alternadamente	Abbr=Yes
alternadamente	alternadamente	_
alternativa	alternativamente	Abbr=Yes
alternativamente	alternativamente	_
altissima	altissimamente	Abbr=Yes
altissimamente	altissimamente	_
alto	alto	_
altruista	altruistamente	Abbr=Yes
altruistamente	altruistamente	_
alucinada	alucinadamente	Abbr=Yes
alucinadamente	alucinadamente	_
alucinante	alucinantemente	Abbr=Yes
alucinantemente	alucinantemente	_
alvissareira	alvissareiramente	Abbr=Yes
alvissareiramente	alvissareiramente	_
além	além	_
amalucada	amalucadamente	Abbr=Yes
amalucadamente	amalucadamente	_
amanhã	amanhã	_
amarga	amargamente	Abbr=Yes
amargamente	amargamente	_
amargurada	amarguradamente	Abbr=Yes
amarguradamente	amarguradamente	_
amavel	amavelmente	Abbr=Yes
amavelmente	amavelmente	_
amazonica	amazonicamente	Abbr=Yes
amazonicamente	amazonicamente	_
ambiental	ambientalmente	Abbr=Yes
ambientalmente	ambientalmente	_
ambigua	ambiguamente	Abbr=Yes
ambiguamente	ambiguamente	_
ambulante	ambulantemente	Abbr=Yes
ambulantemente	ambulantemente	_
ameaçadora	ameaçadoramente	Abbr=Yes
ameaçadoramente	ameaçadoramente	_
amedrontadora	amedrontadoramente	Abbr=Yes
amedrontadoramente	amedrontadoramente	_
amena	amenamente	Abbr=Yes
amenamente	amenamente	_
amendoada	amendoadamente	Abbr=Yes
amendoadamente	amendoadamente	_
americana	americanamente	Abbr=Yes
americanamente	americanamente	_
americanista	americanistamente	Abbr=Yes
americanistamente	americanistamente	_
amiga	amigamente	Abbr=Yes
amigamente	amigamente	_
amigavel	amigavelmente	Abbr=Yes
amigavelmente	amigavelmente	_
amistosa	amistosamente	Abbr=Yes
amistosamente	amistosamente	_
amiúde	amiúde	_
amoral	amoralmente	Abbr=Yes
amoralmente	amoralmente	_
amorosa	amorosamente	Abbr=Yes
amorosamente	amorosamente	_
ampla	amplamente	Abbr=Yes
amplamente	amplamente	_
anacronica	anacronicamente	Abbr=Yes
anacronicamente	anacronicamente	_
anagramatica	anagramaticamente	Abbr=Yes
anagramaticamente	anagramaticamente	_
analitica	analiticamente	Abbr=Yes
analiticamente	analiticamente	_
analoga	analogamente	Abbr=Yes
analogamente	analogamente	_
analogica	analogicamente	Abbr=Yes
analogicamente	analogicamente	_
anarquica	anarquicamente	Abbr=Yes
anarquicamente	anarquicamente	_
anarquista	anarquistamente	Abbr=Yes
anarquistamente	anarquistamente	_
anatomica	anatomicamente	Abbr=Yes
anatomicamente	anatomicamente	_
ancestral	ancestralmente	Abbr=Yes
ancestralmente	ancestralmente	_
angelica	angelicamente	Abbr=Yes
angelical	angelicalmente	Abbr=Yes
angelicalmente	angelicalmente	_
angelicamente	angelicamente	_
angustiada	angustiadamente	Abbr=Yes
angustiadamente	angustiadamente	_
angustiante	angustiantemente	Abbr=Yes
angustiantemente	angustiantemente	_
animada	animadamente	Abbr=Yes
animadamente	animadamente	_
animica	animicamente	Abbr=Yes
animicamente	animicamente	_
anonima	anonimamente	Abbr=Yes
anonimamente	anonimamente	_
anormal	anormalmente	Abbr=Yes
anormalmente	anormalmente	_
ansiada	ansiadamente	Abbr=Yes
ansiadamente	ansiadamente	_
ansiosa	ansiosamente	Abbr=Yes
ansiosamente	ansiosamente	_
antagonica	antagonicamente	Abbr=Yes
antagonicamente	antagonicamente	_
antagonista	antagonistamente	Abbr=Yes
antagonistamente	antagonistamente	_
ante	ante	_
antecedente	antecedentemente	Abbr=Yes
antecedentemente	antecedentemente	_
antecipada	antecipadamente	Abbr=Yes
antecipadamente	antecipadamente	_
antemanhã	antemanhã	_
anteontem	anteontem	_
anterior	anteriormente	Abbr=Yes
anteriormente	anteriormente	_
antes	antes	_
antiga	antigamente	Abbr=Yes
antigamente	antigamente	_
antropomorfica	antropomorficamente	Abbr=Yes
antropomorficamente	antropomorficamente	_
anual	anualmente	Abbr=Yes
anualmente	anualmente	_
aonde	aonde	_
apaixonada	apaixonadamente	Abbr=Yes
apaixonadamente	apaixonadamente	_
aparente	aparentemente	Abbr=Yes
aparentemente	aparentemente	_
apenas	apenas	_
apesar	apesar	_
apreciavel	apreciavelmente	Abbr=Yes
apreciavelmente	apreciavelmente	_
apressada	apressadamente	Abbr=Yes
apressadamente	apressadamente	_
aprobativa	aprobativamente	Abbr=Yes
aprobativamente	aprobativamente	_
apropriada	apropriadamente	Abbr=Yes
apropriadamente	apropriadamente	_
aproximada	aproximadamente	Abbr=Yes
aproximadamente	aproximadamente	_
aproximativa	aproximativamente	Abbr=Yes
aproximativamente	aproximativamente	_
apurada	apuradamente	Abbr=Yes
apuradamente	apuradamente	_
aqui	aqui	_
aquém	aquém	_
arbitraria	arbitrariamente	Abbr=Yes
arbitrariamente	arbitrariamente	_
arcangelicamente	arcangelicamente	_
ardente	ardentemente	Abbr=Yes
ardentemente	ardentemente	_
ardilosa	ardilosamente	Abbr=Yes
ardilosamente	ardilosamente	_
ardorosa	ardorosamente	Abbr=Yes
ardorosamente	ardorosamente	_
ardua	arduamente	Abbr=Yes
arduamente	arduamente	_
arguta	argutamente	Abbr=Yes
argutamente	argutamente	_
arida	aridamente	Abbr=Yes
aridamente	aridamente	_
aristocratica	aristocraticamente	Abbr=Yes
aristocraticamente	aristocraticamente	_
aritmetica	aritmeticamente	Abbr=Yes
aritmeticamente	aritmeticamente	_
armamentista	armamentistamente	Abbr=Yes
armamentistamente	armamentistamente	_
aromatica	aromaticamente	Abbr=Yes
aromaticamente	aromaticamente	_
arquitetonica	arquitetonicamente	Abbr=Yes
arquitetonicamente	arquitetonicamente	_
arraigada	arraigadamente	Abbr=Yes
arraigadamente	arraigadamente	_
arrasadora	arrasadoramente	Abbr=Yes
arrasadoramente	arrasadoramente	_
arrebatada	arrebatadamente	Abbr=Yes
arrebatadamente	arrebatadamente	_
arrogante	arrogantemente	Abbr=Yes
arrogantemente	arrogantemente	_
artesanal	artesanalmente	Abbr=Yes
artesanalmente	artesanalmente	_
articulada	articuladamente	Abbr=Yes
articuladamente	articuladamente	_
artificial	artificialmente	Abbr=Yes
artificialmente	artificialmente	_
artificiosa	artificiosamente	Abbr=Yes
artificiosamente	artificiosamente	_
artistica	artisticamente	Abbr=Yes
artisticamente	artisticamente	_
ascendente	ascendentemente	Abbr=Yes
ascendentemente	ascendentemente	_
asfixiante	asfixiantemente	Abbr=Yes
asfixiantemente	asfixiantemente	_
asiatica	asiaticamente	Abbr=Yes
asiaticamente	asiaticamente	_
aspera	asperamente	Abbr=Yes
asperamente	asperamente	_
assanhada	assanhadamente	Abbr=Yes
assanhadamente	assanhadamente	_
assaz	assaz	_
asseptica	assepticamente	Abbr=Yes
assepticamente	assepticamente	_
assertiva	assertivamente	Abbr=Yes
assertivamente	assertivamente	_
assexuada	assexuadamente	Abbr=Yes
assexuadamente	assexuadamente	_
assidua	assiduamente	Abbr=Yes
assiduamente	assiduamente	_
assim	assim	_
assimetrica	assimetricamente	Abbr=Yes
assimetricamente	assimetricamente	_
assistencial	assistencialmente	Abbr=Yes
assistencialmente	assistencialmente	_
assombrosa	assombrosamente	Abbr=Yes
assombrosamente	assombrosamente	_
assumida	assumidamente	Abbr=Yes
assumidamente	assumidamente	_
assustadora	assustadoramente	Abbr=Yes
assustadoramente	assustadoramente	_
astronautica	astronauticamente	Abbr=Yes
astronauticamente	astronauticamente	_
astronomica	astronomicamente	Abbr=Yes
astronomicamente	astronomicamente	_
astuciosa	astuciosamente	Abbr=Yes
astuciosamente	astuciosamente	_
astuta	astutamente	Abbr=Yes
astutamente	astutamente	_
atabalhoada	atabalhoadamente	Abbr=Yes
atabalhoadamente	atabalhoadamente	_
atenciosa	atenciosamente	Abbr=Yes
atenciosamente	atenciosamente	_
atenta	atentamente	Abbr=Yes
atentamente	atentamente	_
aterrorizante	aterrorizantemente	Abbr=Yes
aterrorizantemente	aterrorizantemente	_
ativa	ativamente	Abbr=Yes
ativamente	ativamente	_
atletica	atleticamente	Abbr=Yes
atleticamente	atleticamente	_
atomica	atomicamente	Abbr=Yes
atomicamente	atomicamente	_
atomistica	atomisticamente	Abbr=Yes
atomisticamente	atomisticamente	_
atordoada	atordoadamente	Abbr=Yes
atordoadamente	atordoadamente	_
através	através	_
atrevida	atrevidamente	Abbr=Yes
atrevidamente	atrevidamente	_
atropelada	atropeladamente	Abbr=Yes
atropeladamente	atropeladamente	_
atrás	atrás	_
atual	atualmente	Abbr=Yes
atualmente	atualmente	_
até	até	_
auditiva	auditivamente	Abbr=Yes
auditivamente	auditivamente	_
auspiciosa	auspiciosamente	Abbr=Yes
auspiciosamente	auspiciosamente	_
austera	austeramente	Abbr=Yes
austeramente	austeramente	_
autentica	autenticamente	Abbr=Yes
autenticamente	autenticamente	_
automatica	automaticamente	Abbr=Yes
automaticamente	automaticamente	_
autonoma	autonomamente	Abbr=Yes
autonomamente	autonomamente	_
autonomica	autonomicamente	Abbr=Yes
autonomicamente	autonomicamente	_
autoritaria	autoritariamente	Abbr=Yes
autoritariamente	autoritariamente	_
autorizada	autorizadamente	Abbr=Yes
autorizadamente	autorizadamente	_
avante	avante	_
avassaladora	avassaladoramente	Abbr=Yes
avassaladoramente	avassaladoramente	_
avida	avidamente	Abbr=Yes
avidamente	avidamente	_
azeda	azedamente	Abbr=Yes
azedamente	azedamente	_
azulada	azuladamente	Abbr=Yes
azuladamente	azuladamente	_
açodada	açodadamente	Abbr=Yes
açodadamente	açodadamente	_
aí	aí	_
bairrista	bairristamente	Abbr=Yes
bairristamente	bairristamente	_
baixo	baixo	_
balistica	balisticamente	Abbr=Yes
balisticamente	balisticamente	_
balzaquiana	balzaquianamente	Abbr=Yes
balzaquianamente	balzaquianamente	_
bamba	bambamente	Abbr=Yes
bambamente	bambamente	_
banal	banalmente	Abbr=Yes
banalmente	banalmente	_
bandoleira	bandoleiramente	Abbr=Yes
bandoleiramente	bandoleiramente	_
barato	barato	_
barbara	barbaramente	Abbr=Yes
barbaramente	barbaramente	_
barulhenta	barulhentamente	Abbr=Yes
barulhentamente	barulhentamente	_
basbaque	basbaquemente	Abbr=Yes
basbaquemente	basbaquemente	_
basica	basicamente	Abbr=Yes
basicamente	basicamente	_
bastante	bastante	_
batuta	batutamente	Abbr=Yes
batutamente	batutamente	_
bazofia	bazofiamente	Abbr=Yes
bazofiamente	bazofiamente	_
bela	belamente	Abbr=Yes
belamente	belamente	_
belica	belicamente	Abbr=Yes
belicamente	belicamente	_
belissima	belissimamente	Abbr=Yes
belissimamente	belissimamente	_
bem	bem	_
beneditina	beneditinamente	Abbr=Yes
beneditinamente	beneditinamente	_
benefica	beneficamente	Abbr=Yes
beneficamente	beneficamente	_
benevola	benevolamente	Abbr=Yes
benevolamente	benevolamente	_
benigna	benignamente	Abbr=Yes
benignamente	benignamente	_
besta	bestamente	Abbr=Yes
bestalhona	bestalhonamente	Abbr=Yes
bestalhonamente	bestalhonamente	_
bestamente	bestamente	_
bestial	bestialmente	Abbr=Yes
bestialmente	bestialmente	_
biblica	biblicamente	Abbr=Yes
biblicamente	biblicamente	_
bienal	bienalmente	Abbr=Yes
bienalmente	bienalmente	_
bifocal	bifocalmente	Abbr=Yes
bifocalmente	bifocalmente	_
bilateral	bilateralmente	Abbr=Yes
bilateralmente	bilateralmente	_
bimestral	bimestralmente	Abbr=Yes
bimestralmente	bimestralmente	_
binaria	binariamente	Abbr=Yes
binariamente	binariamente	_
biofisica	biofisicamente	Abbr=Yes
biofisicamente	biofisicamente	_
biografica	biograficamente	Abbr=Yes
biograficamente	biograficamente	_
biologica	biologicamente	Abbr=Yes
biologicamente	biologicamente	_
biometrica	biometricamente	Abbr=Yes
biometricamente	biometricamente	_
bionica	bionicamente	Abbr=Yes
bionicamente	bionicamente	_
bioquimica	bioquimicamente	Abbr=Yes
bioquimicamente	bioquimicamente	_
bisonha	bisonhamente	Abbr=Yes
bisonhamente	bisonhamente	_
bissexual	bissexualmente	Abbr=Yes
bissexualmente	bissexualmente	_
bizarra	bizarramente	Abbr=Yes
bizarramente	bizarramente	_
boba	bobamente	Abbr=Yes
bobamente	bobamente	_
bolchevista	bolchevistamente	Abbr=Yes
bolchevistamente	bolchevistamente	_
bombastica	bombasticamente	Abbr=Yes
bombasticamente	bombasticamente	_
bondosa	bondosamente	Abbr=Yes
bondosamente	bondosamente	_
botanica	botanicamente	Abbr=Yes
botanicamente	botanicamente	_
bovina	bovinamente	Abbr=Yes
bovinamente	bovinamente	_
boçal	boçalmente	Abbr=Yes
boçalmente	boçalmente	_
branda	brandamente	Abbr=Yes
brandamente	brandamente	_
brasileira	brasileiramente	Abbr=Yes
brasileiramente	brasileiramente	_
brasiliana	brasilianamente	Abbr=Yes
brasilianamente	brasilianamente	_
brava	bravamente	Abbr=Yes
bravamente	bravamente	_
braçal	braçalmente	Abbr=Yes
braçalmente	braçalmente	_
brejeira	brejeiramente	Abbr=Yes
brejeiramente	brejeiramente	_
breve	brevemente	Abbr=Yes
brevemente	brevemente	_
brilhante	brilhantemente	Abbr=Yes
brilhantemente	brilhantemente	_
britanica	britanicamente	Abbr=Yes
britanicamente	britanicamente	_
brusca	bruscamente	Abbr=Yes
bruscamente	bruscamente	_
bruta	brutamente	Abbr=Yes
brutal	brutalmente	Abbr=Yes
brutalmente	brutalmente	_
brutamente	brutamente	_
bucolica	bucolicamente	Abbr=Yes
bucolicamente	bucolicamente	_
burlesca	burlescamente	Abbr=Yes
burlescamente	burlescamente	_
burocratica	burocraticamente	Abbr=Yes
burocraticamente	burocraticamente	_
burra	burramente	Abbr=Yes
burramente	burramente	_
cabal	cabalmente	Abbr=Yes
cabalmente	cabalmente	_
cacarejante	cacarejantemente	Abbr=Yes
cacarejantemente	cacarejantemente	_
cadê	cadê	_
cafajeste	cafajestemente	Abbr=Yes
cafajestemente	cafajestemente	_
calculada	calculadamente	Abbr=Yes
calculadamente	calculadamente	_
calida	calidamente	Abbr=Yes
calidamente	calidamente	_
calma	calmamente	Abbr=Yes
calmamente	calmamente	_
calorosa	calorosamente	Abbr=Yes
calorosamente	calorosamente	_
caluniadora	caluniadoramente	Abbr=Yes
caluniadoramente	caluniadoramente	_
camarada	camaradamente	Abbr=Yes
camaradamente	camaradamente	_
cambial	cambialmente	Abbr=Yes
cambialmente	cambialmente	_
campestre	campestremente	Abbr=Yes
campestremente	campestremente	_
canalha	canalhamente	Abbr=Yes
canalhamente	canalhamente	_
candente	candentemente	Abbr=Yes
candentemente	candentemente	_
candida	candidamente	Abbr=Yes
candidamente	candidamente	_
canibal	canibalmente	Abbr=Yes
canibalmente	canibalmente	_
canina	caninamente	Abbr=Yes
caninamente	caninamente	_
canonica	canonicamente	Abbr=Yes
canonicamente	canonicamente	_
cansativa	cansativamente	Abbr=Yes
cansativamente	cansativamente	_
caotica	caoticamente	Abbr=Yes
caoticamente	caoticamente	_
capenga	capengamente	Abbr=Yes
capengada	capengadamente	Abbr=Yes
capengadamente	capengadamente	_
capengamente	capengamente	_
capengavel	capengavelmente	Abbr=Yes
capengavelmente	capengavelmente	_
capilar	capilarmente	Abbr=Yes
capilarmente	capilarmente	_
capitalista	capitalistamente	Abbr=Yes
capitalistamente	capitalistamente	_
caprichosa	caprichosamente	Abbr=Yes
caprichosamente	caprichosamente	_
caracteristica	caracteristicamente	Abbr=Yes
caracteristicamente	caracteristicamente	_
caracterizada	caracterizadamente	Abbr=Yes
caracterizadamente	caracterizadamente	_
carbonica	carbonicamente	Abbr=Yes
carbonicamente	carbonicamente	_
caricatural	caricaturalmente	Abbr=Yes
caricaturalmente	caricaturalmente	_
carinhosa	carinhosamente	Abbr=Yes
carinhosamente	carinhosamente	_
carnal	carnalmente	Abbr=Yes
carnalmente	carnalmente	_
carnavalesca	carnavalescamente	Abbr=Yes
carnavalescamente	carnavalescamente	_
caro	caro	_
cartesiana	cartesianamente	Abbr=Yes
cartesianamente	cartesianamente	_
casmurra	casmurramente	Abbr=Yes
casmurramente	casmurramente	_
casta	castamente	Abbr=Yes
castamente	castamente	_
casual	casualmente	Abbr=Yes
casualmente	casualmente	_
casuista	casuistamente	Abbr=Yes
casuistamente	casuistamente	_
casuistica	casuisticamente	Abbr=Yes
casuisticamente	casuisticamente	_
catastrofica	catastroficamente	Abbr=Yes
catastroficamente	catastroficamente	_
categorica	categoricamente	Abbr=Yes
categoricamente	categoricamente	_
causal	causalmente	Abbr=Yes
causalmente	causalmente	_
cauta	cautamente	Abbr=Yes
cautamente	cautamente	_
cautelar	cautelarmente	Abbr=Yes
cautelarmente	cautelarmente	_
cautelosa	cautelosamente	Abbr=Yes
cautelosamente	cautelosamente	_
cavalar	cavalarmente	Abbr=Yes
cavalarmente	cavalarmente	_
cavaleira	cavaleiramente	Abbr=Yes
cavaleiramente	cavaleiramente	_
cavalheira	cavalheiramente	Abbr=Yes
cavalheiramente	cavalheiramente	_
cavalheiresca	cavalheirescamente	Abbr=Yes
cavalheirescamente	cavalheirescamente	_
cavilosa	cavilosamente	Abbr=Yes
cavilosamente	cavilosamente	_
cedinho	cedinho	_
cedo	cedo	_
cega	cegamente	Abbr=Yes
cegamente	cegamente	_
celere	celeremente	Abbr=Yes
celeremente	celeremente	_
cenica	cenicamente	Abbr=Yes
cenicamente	cenicamente	_
cenografica	cenograficamente	Abbr=Yes
cenograficamente	cenograficamente	_
central	centralmente	Abbr=Yes
centralmente	centralmente	_
centrifuga	centrifugamente	Abbr=Yes
centrifugamente	centrifugamente	_
cerca	cerca	_
cerce	cerce	_
cerebral	cerebralmente	Abbr=Yes
cerebralmente	cerebralmente	_
cerrada	cerradamente	Abbr=Yes
cerradamente	cerradamente	_
certa	certamente	Abbr=Yes
certamente	certamente	_
certeira	certeiramente	Abbr=Yes
certeiramente	certeiramente	_
certo	certo	_
charmosa	charmosamente	Abbr=Yes
charmosamente	charmosamente	_
chocante	chocantemente	Abbr=Yes
chocantemente	chocantemente	_
chorosa	chorosamente	Abbr=Yes
chorosamente	chorosamente	_
chula	chulamente	Abbr=Yes
chulamente	chulamente	_
cibernetica	ciberneticamente	Abbr=Yes
ciberneticamente	ciberneticamente	_
ciclica	ciclicamente	Abbr=Yes
ciclicamente	ciclicamente	_
ciente	cientemente	Abbr=Yes
cientemente	cientemente	_
cientifica	cientificamente	Abbr=Yes
cientificamente	cientificamente	_
cilindrica	cilindricamente	Abbr=Yes
cilindricamente	cilindricamente	_
cinematica	cinematicamente	Abbr=Yes
cinematicamente	cinematicamente	_
cinematografica	cinematograficamente	Abbr=Yes
cinematograficamente	cinematograficamente	_
cinica	cinicamente	Abbr=Yes
cinicamente	cinicamente	_
cintilante	cintilantemente	Abbr=Yes
cintilantemente	cintilantemente	_
ciosa	ciosamente	Abbr=Yes
ciosamente	ciosamente	_
circular	circularmente	Abbr=Yes
circularmente	circularmente	_
circunstancial	circunstancialmente	Abbr=Yes
circunstancialmente	circunstancialmente	_
cirurgica	cirurgicamente	Abbr=Yes
cirurgicamente	cirurgicamente	_
ciumenta	ciumentamente	Abbr=Yes
ciumentamente	ciumentamente	_
civica	civicamente	Abbr=Yes
civicamente	civicamente	_
civil	civilmente	Abbr=Yes
civilmente	civilmente	_
clandestina	clandestinamente	Abbr=Yes
clandestinamente	clandestinamente	_
clara	claramente	Abbr=Yes
claramente	claramente	_
claro	claro	_
classica	classicamente	Abbr=Yes
classicamente	classicamente	_
clinica	clinicamente	Abbr=Yes
clinicamente	clinicamente	_
coercitiva	coercitivamente	Abbr=Yes
coercitivamente	coercitivamente	_
coerente	coerentemente	Abbr=Yes
coerentemente	coerentemente	_
cognitiva	cognitivamente	Abbr=Yes
cognitivamente	cognitivamente	_
coincidente	coincidentemente	Abbr=Yes
coincidentemente	coincidentemente	_
colateral	colateralmente	Abbr=Yes
colateralmente	colateralmente	_
coletiva	coletivamente	Abbr=Yes
coletivamente	coletivamente	_
colonial	colonialmente	Abbr=Yes
colonialmente	colonialmente	_
coloquial	coloquialmente	Abbr=Yes
coloquialmente	coloquialmente	_
combinada	combinadamente	Abbr=Yes
combinadamente	combinadamente	_
comedida	comedidamente	Abbr=Yes
comedidamente	comedidamente	_
comemorativa	comemorativamente	Abbr=Yes
comemorativamente	comemorativamente	_
comercial	comercialmente	Abbr=Yes
comercialmente	comercialmente	_
comica	comicamente	Abbr=Yes
comicamente	comicamente	_
comiserativa	comiserativamente	Abbr=Yes
comiserativamente	comiserativamente	_
como	como	_
comoda	comodamente	Abbr=Yes
comodamente	comodamente	_
comovedora	comovedoramente	Abbr=Yes
comovedoramente	comovedoramente	_
comovente	comoventemente	Abbr=Yes
comoventemente	comoventemente	_
compacta	compactamente	Abbr=Yes
compactamente	compactamente	_
comparativa	comparativamente	Abbr=Yes
comparativamente	comparativamente	_
competente	competentemente	Abbr=Yes
competentemente	competentemente	_
competitiva	competitivamente	Abbr=Yes
competitivamente	competitivamente	_
complacente	complacentemente	Abbr=Yes
complacentemente	complacentemente	_
complementar	complementarmente	Abbr=Yes
complementarmente	complementarmente	_
completa	completamente	Abbr=Yes
completamente	completamente	_
complexa	complexamente	Abbr=Yes
complexamente	complexamente	_
compositamente	compositamente	_
compreensivel	compreensivelmente	Abbr=Yes
compreensivelmente	compreensivelmente	_
comprovada	comprovadamente	Abbr=Yes
comprovadamente	comprovadamente	_
compulsiva	compulsivamente	Abbr=Yes
compulsivamente	compulsivamente	_
compulsoria	compulsoriamente	Abbr=Yes
compulsoriamente	compulsoriamente	_
computacional	computacionalmente	Abbr=Yes
